audit_label	audit_reasons	case_id	transition	old_state	new_state	proposition_text	mention_text	mention_label	evidence_text
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	28296749	ruled_out	not_mentioned	ruled_out	patient has CD21	CD21	Diagnostic_procedure	On immunohistochemical analysis, the cells were positive for cyclin D1, CD20, CD21, SOX-11, and Bcl-2, but negative for CD3 and CD10, which was compatible with the diagnosis of MCL.
good	evidence_contains_treated_cue;treatment_cue_present	18561524	treated	not_mentioned	treated	patient has beta-blocker	beta-blocker	Medication	He was treated with an angiotensin-converting enzyme (ACE)-inhibitor, a beta-blocker, and diuretics.
good	evidence_contains_resolved_cue;resolution_cue_present	28196820	resolved	not_mentioned	resolved	patient has bronchial collapse	bronchial collapse	Disease_disorder	After 10 days on the NAVA mode, he did not require any type of sedation and the sporadic episodes of bronchial collapse were resolved with a quick increase of PEEP to 20 cm H2O or manual ventilation with the self-inflating bag.
good	evidence_contains_treated_cue;treatment_cue_present	28154287	treated	not_mentioned	treated	patient has cryptococcal bodies	cryptococcal bodies	Sign_symptom	On day 21, cryptococcal bodies were identified in two sets of blood cultures and liposomal amphotericin B (L-AMB) (3 mg/kg/day) was administered.
bad_transition	improving_without_clear_improvement_cue	25721834	improving	not_mentioned	improving	patient has uridine	uridine	Medication	Carnitine, vitamin A, thiamine, pyridoxine, folate and uridine were supplemented without improvement in his anaemia.
bad_proposition	likely_contextual_nonclinical_proposition;evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	28353588	ruled_out	not_mentioned	ruled_out	patient has 8 months	8 months	Duration	Over the 8 months of follow-up, no evidence of recurrence or metastases was found on CT and the patient has been asymptomatic.
good	introduced_from_not_mentioned	28239141	introduced	not_mentioned	confirmed	patient has blast phase	blast phase	Sign_symptom	The clinical history and biochemical findings led to a diagnosis of CML-associated hypercalcemia in the context of a blast phase.
good	introduced_from_not_mentioned	28151916	introduced	not_mentioned	confirmed	patient has epidermal inclusion cyst	epidermal inclusion cyst	Disease_disorder	The differential diagnosis of subcutaneous cyst included epidermal inclusion cyst, thyroglossal duct cyst, branchial cleft cyst, and dermoid cyst.
good	introduced_from_not_mentioned	19860925	introduced	not_mentioned	confirmed	patient has 15 mm	15 mm	Distance	The final histological examination confirmed a peribronchial and infiltrating S100 positive tumor supporting the Schwann cell origin theory with very low growth rate of 2% and a size of 15 mm (Figure ​3).
good	introduced_from_not_mentioned	25793030	introduced	not_mentioned	confirmed	patient has operating room	operating room	Nonbiological_location	Once in the operating room, transesophageal echocardiography confirmed severe mitral regurgitation with a ruptured anterolateral papillary muscle and a small left atrium.
good	evidence_contains_improving_cue;improvement_cue_present	27846860	improving	not_mentioned	improving	patient has vision	vision	Diagnostic_procedure	Before that, he had been undergoing maintenance hemodialysis; however, his renal function did not recover, though his vision was improved to finger-counting at 2 feet.
ambiguous	no_clear_transition_cue	28100235	no_change	recurrent	recurrent	patient has tumour recurrence	tumour recurrence	Sign_symptom	CT of his chest, abdomen and pelvis revealed extensive tumour recurrence adjacent to the previous resection site (Fig.
good	evidence_contains_improving_cue;improvement_cue_present	26336183	improving	not_mentioned	improving	patient has sit	sit	Activity	The patient was able to sit and communicate with the team, and her abbreviated mental test score improved to 10/10.
bad_proposition	generic_modifier_as_proposition;weak_mention_span;evidence_contains_introduced_cue;introduced_from_not_mentioned	27846860	introduced	not_mentioned	confirmed	patient has bilateral	bilateral	Detailed_description	The patient was finally diagnosed with acute pancreatitis complicated with renal cortical necrosis leading to AKI and Purtscher’s retinopathy leading to complete bilateral blindness.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28595573	introduced	not_mentioned	confirmed	patient has age of 3	age of 3	Date	She has congenital deafness, first experienced syncope at the age of 3, and was diagnosed with epilepsy.
good	evidence_contains_resolved_cue;resolution_cue_present	26683938	resolved	not_mentioned	resolved	patient has chest	chest	Biological_structure	Repeat chest radiograph showed almost complete resolution of bilateral infiltrates (Fig.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	25759562	introduced	not_mentioned	confirmed	patient has Three years prior	Three years prior	Date	Three years prior, the patient was incidentally diagnosed with idiopathic BCS during health checkup; Doppler ultrasound (US) examination showed obstruction of the middle and left hepatic veins, and investigations for underlying thrombophilia were unremarkable.
ambiguous	no_clear_transition_cue	27773410	no_change	improving	improving	patient has LVEF	LVEF	Diagnostic_procedure	Echocardiography on 4th POD revealed improvement in LVEF to 30% (Table 1).
good	evidence_contains_treated_cue;treatment_cue_present	28248891	treated	not_mentioned	treated	patient has radiotherapy	radiotherapy	Therapeutic_procedure	The patient received further radiotherapy (66 Gy in 28 fractions) to the left supraclavicular lymph node due to residual metastasis.
good	evidence_contains_treated_cue;treatment_cue_present	23124805	treated	not_mentioned	treated	patient has abatacept	abatacept	Medication	Mycophenolate mofetil (750 mg/m2) and then abatacept (10 mg/kg/month IV) were sequentially administered, without significant improvement.
good	evidence_contains_resolved_cue;resolution_cue_present	26336183	resolved	not_mentioned	resolved	patient has serum	serum	Detailed_description	Within 2 weeks, her symptoms resolved completely with normalisation of serum carnitine levels (free carnitine 25.
good	introduced_from_not_mentioned	23033875	introduced	not_mentioned	supported	patient has persistent	persistent	Detailed_description	High serum urea, creatinine, and persistent anuria were compatible with acute renal failure.
good	introduced_from_not_mentioned	28353613	introduced	not_mentioned	confirmed	patient has sputum smear	sputum smear	Diagnostic_procedure	Meanwhile, it was soon alerted in sputum smear with presence of filamentous, gram-positive, weakly acid-fast, and beaded bacilli with possible diagnosis of Nocardia infection (Fig.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	17803823	introduced	not_mentioned	supported	patient has lymphohistiocytic	lymphohistiocytic	Biological_structure	A skin biopsy from the ankle revealed a perivascular lymphohistiocytic infiltrate with prominent neutrophils and associated fibrinoid necrosis of vessels consistent with 'leukocytoclastic' vasculitis.
bad_proposition	likely_contextual_nonclinical_proposition;evidence_contains_treated_cue;treatment_cue_present	18561524	treated	not_mentioned	treated	patient has 26 days	26 days	Duration	He was treated with IABP for 26 days, and after 28 days he was transferred back to our hospital.
good	evidence_contains_treated_cue;treatment_cue_present	28250304	treated	not_mentioned	treated	patient has 12 g/day	12 g/day	Dosage	The patient was treated with sulfamethoxazole/trimethoprim (12 g/day) for 3 weeks.
good	evidence_contains_improving_cue;improvement_cue_present	18561524	improving	not_mentioned	improving	patient has normal	normal	Lab_value	On treatment with IABP, nitroprusside, and dialysis, the clinical situation gradually improved and the liver function returned to normal.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28154287	introduced	not_mentioned	confirmed	patient has myocardial infarction	myocardial infarction	Disease_disorder	The patient was therefore diagnosed with acute myocardial infarction and congestive heart failure.
good	introduced_from_not_mentioned	21308977	introduced	not_mentioned	confirmed	patient has soft	soft	Texture	The diagnosis of hypermobile type Ehlers–Danlos was based on the patient’s hypermobility (9/9 on the Beighton hypermobility scale), very soft, fragile skin with unusual scarring, and poor skin healing.
ambiguous	introduced_from_not_mentioned;introduced_but_treatment_cue_present	25370695	introduced	not_mentioned	suspected	patient has mandibular	mandibular	Biological_structure	Our clinical and radiographic differential diagnosis for her chief complaint included chronic apical periodontitis, radicular cyst, central giant cell granuloma, keratocystic odontogenic tumor, ameloblastoma, odontogenic fibroma, neuralgia/neuropathy or mandibular involvement of Gaucher disease given her medical history.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	28216610	ruled_out	not_mentioned	ruled_out	patient has sputum smears	sputum smears	Diagnostic_procedure	Tuberculosis was ruled out by three consecutive negative sputum smears for acid fast bacilli and a negative QUANTIferon gold test.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28103924	introduced	not_mentioned	confirmed	patient has biopsy	biopsy	Diagnostic_procedure	A bone marrow biopsy revealed the presence of foam cells, which led to suspicion of lysosomal storage disease.
bad_transition	recurrent_without_clear_recurrence_cue	26336183	recurrent	not_mentioned	recurrent	patient has 1 g once daily	1 g once daily	Dosage	The sodium valproate was initially stopped completely, but due to a serious relapse of the patient's schizo-affective disorder, it was restarted and she is now well on valproate 1 g once daily and long-term carnitine supplements.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	28248858	ruled_out	supported	ruled_out	patient has LCH	LCH	Disease_disorder	The patient is currently well with normal liver function and no evidence of recurrence of LCH for 4 and a half years follow-up.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	28057913	ruled_out	confirmed	ruled_out	patient has positive	positive	Lab_value	The tumor was negative for ER, with rare cells positive for PR.
bad_transition	improving_without_clear_improvement_cue	28353556	improving	not_mentioned	improving	patient has every 3 weeks for the next 2 pulses	every 3 weeks for the next 2 pulses	Dosage	2 g/pulse every 2 weeks for the 1st 3 pulses, followed by infusions every 3 weeks for the next 2 pulses), and plasma exchange (PE), according to European vasculitis study group recommendations,[4] was immediately started with respiratory improvement that allowed ECMO and orotracheal tube withdrawal and subsequent discharge from intensive care unit.
good	evidence_contains_treated_cue;treatment_cue_present	28079821	treated	not_mentioned	treated	patient has epoetin-beta	epoetin-beta	Medication	Besides, she also received epoetin-beta 2000 iu i.
good	introduced_from_not_mentioned	25661749	introduced	not_mentioned	suspected	patient has 68-year-old	68-year-old	Age	A 68-year-old man was referred by his optometrist to HES with suspected LTG due to repeatedly irregular visual field test results, advanced optic disc cupping, normal intraocular pressures (IOPs) and a family history of glaucoma.
good	introduced_from_not_mentioned	25024632	introduced	not_mentioned	confirmed	patient has referred	referred	Clinical_event	She was referred to the hepatobiliary surgeon, who performed a laparoscopy and confirmed the presence of a thick adhesion between liver segment V/VIII and the diaphragm (Figure ​2).
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	24781756	introduced	not_mentioned	confirmed	patient has ventricles	ventricles	Biological_structure	Subsequently, head circumference grew rapidly adding 13 centimeters by age 35 days, repeated brain US revealed dilated ventricles confirmed by head CT, which also showed subcortical and white matter cortical hemorrhage in the occipital region.
good	introduced_from_not_mentioned	27059701	introduced	not_mentioned	confirmed	patient has pancreaticoduodenectomy	pancreaticoduodenectomy	Therapeutic_procedure	A preoperative diagnosis of periampullary carcinoma with chronic cholecystitis was made, and the patient planned for a pancreaticoduodenectomy (Whipple’s procedure) after optimization.
bad_transition	improving_without_clear_improvement_cue	26309459	improving	not_mentioned	improving	patient has hemorrhage	hemorrhage	Sign_symptom	Because of non-improvement of neurological status and occurrence of seizures, a brain CT was indicated and revealed infratentorial diffuse hemorrhage (Fisher grade III) (Figure 1).
good	introduced_from_not_mentioned	23242090	introduced	not_mentioned	suspected	patient has axonal sensorimotor polyneuropathy	axonal sensorimotor polyneuropathy	Sign_symptom	Ataxia with oculomotor apraxia (AOA) types 1 and 2 were not considered owing to lack of apraxia of ocular movements, distal amyotrophy (severe axonal sensorimotor polyneuropathy), atrophy of cerebellum and involuntary movements.
good	evidence_contains_resolved_cue;resolution_cue_present	25024632	resolved	not_mentioned	resolved	patient has resolved spontaneously	resolved spontaneously	Detailed_description	This pregnancy had been complicated by HELLP syndrome with a subcapsular liver hematoma sized 20 cm × 5 cm, which had resolved spontaneously.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	25410883	introduced	not_mentioned	supported	patient has nutritional deficiency	nutritional deficiency	Disease_disorder	Although the differential diagnosis included drug hypersensitivity, autoimmune disorders and nutritional deficiency, the rash appearance was most consistent with acrodermatitis enteropathica-like eruption secondary to zinc deficiency.
good	evidence_contains_treated_cue;treatment_cue_present	25572898	treated	ruled_out	treated	patient has viral	viral	Disease_disorder	Given continued suspicion for a viral etiology, the patient was treated with high-dose glucocorticoids and again with IVIG.
ambiguous	evidence_contains_treated_cue;treatment_cue_present;treated_from_not_mentioned_may_be_introduction_plus_treatment	24781756	treated	not_mentioned	treated	patient has calcium channel blockers	calcium channel blockers	Medication	At the age of 4 months, he started developing hypertrophic obstructive cardiomyopathy, he was started on diuretics and beta blockers and later calcium channel blockers were added; follow-up Echo at the age of 2 years revealed improvement in the LVH and no PHTN.
good	introduced_from_not_mentioned	26395443	introduced	not_mentioned	confirmed	patient has fatty infiltration	fatty infiltration	Sign_symptom	An abdominal ultrasound depicted fatty infiltration of the liver and confirmed fetal viability.
good	introduced_from_not_mentioned	27749582	introduced	not_mentioned	confirmed	patient has minimal change nephropathy	minimal change nephropathy	Disease_disorder	Her history includes nephrotic syndrome, which was confirmed to be minimal change nephropathy by renal biopsy.
ambiguous	evidence_contains_introduced_cue;introduced_from_not_mentioned;introduced_but_treatment_cue_present	24898994	introduced	not_mentioned	confirmed	patient has metastatic	metastatic	Detailed_description	Unfortunately, despite treatment, further CT imaging showed the development of multiple peritoneal and pulmonary deposits, confirmed on biopsy to be metastatic osteosarcoma.
good	evidence_contains_treated_cue;treatment_cue_present	28057913	treated	not_mentioned	treated	patient has carboplatin	carboplatin	Medication	She was started on a regimen of carboplatin and paclitaxel, which she received for 3 cycles.
ambiguous	introduced_from_not_mentioned;introduced_but_treatment_cue_present	28100279	introduced	not_mentioned	confirmed	patient has community-acquired	community-acquired	Detailed_description	We began to administer 4 L/min of oxygen nasally and empirical antibiotics with third generation cephalosporin and macrolide following a diagnosis of community-acquired pneumonia.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	21672201	ruled_out	not_mentioned	ruled_out	patient has PFO	PFO	Disease_disorder	Patent foramen ovale (PFO), atrial septal defect (ASD) and anomalous venous connections were ruled out and the diagnosis of cor triatriatum was reconfirmed.
good	introduced_from_not_mentioned	28403092	introduced	not_mentioned	confirmed	patient has normal range	normal range	Lab_value	After the multidisciplinary discussion, a suspected diagnosis of VHE was finally made, even though the blood VPA level was within the normal range.
good	evidence_contains_treated_cue;treatment_cue_present	25295501	treated	not_mentioned	treated	patient has carboplatin	carboplatin	Medication	The patient received concurrent radiation therapy and weekly carboplatin and paclitaxel chemotherapy.
good	evidence_contains_treated_cue;treatment_cue_present	28250304	treated	not_mentioned	treated	patient has cefazolin	cefazolin	Medication	Intensive insulin therapy, potassium supplementation were initiated, while cefazolin was administered to treat cellulitis of the left lower leg.
ambiguous	introduced_from_not_mentioned;introduced_but_treatment_cue_present	28190872	introduced	not_mentioned	confirmed	patient has intravenous	intravenous	Administration	She was immediately treated with high-dose intravenous dexamethasone and taken emergently to the operating room (OR) to secure her airway for concern for complete upper airway obstruction, which was confirmed with direct visualization of her larynx in the OR.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	26584481	introduced	not_mentioned	confirmed	patient has mass	mass	Sign_symptom	Cardiac MRI was performed in order to complete the cardiomyopathy study, and confirmed the echocardiographic findings as well as revealed an incidental finding of a great left renal mass.
ambiguous	evidence_contains_treated_cue;treatment_cue_present;treated_from_not_mentioned_may_be_introduction_plus_treatment	20146086	treated	not_mentioned	treated	patient has CSF concentration	CSF concentration	Diagnostic_procedure	Pharmacokinetic analysis of CSF from another patient with NSCLC LM (not shown) treated with 1500 mg erlotinib weekly demonstrated a peak plasma concentration of 11,300 nM with a concurrent CSF concentration of 130 nM.
good	evidence_contains_treated_cue;treatment_cue_present	28403086	treated	not_mentioned	treated	patient has One cycle	One cycle	Dosage	One cycle of neoadjuvant chemotherapy and 4 cycles of adjuvant chemotherapy with MAP regimen (high-dose methotrexate, cisplatin, and doxorubicin) were administered.
ambiguous	no_clear_transition_cue	22814979	improved	resolved	improving	patient has improved	improved	Lab_value	Prior to surgery her left-ventricular ejection fraction had improved to 55% on medical management (see figure 1).
good	evidence_contains_treated_cue;treatment_cue_present	27661040	treated	not_mentioned	treated	patient has chelation therapy	chelation therapy	Medication	2 μg/dL), and chelation therapy with EDTA (4 days before the admission in our clinic) was initiated, with a dose of 2 tablets daily, one in the morning and one in the evening associated with calcium supplements.
bad_proposition	likely_contextual_nonclinical_proposition;evidence_contains_introduced_cue;introduced_from_not_mentioned	24781756	introduced	not_mentioned	confirmed	patient has 35 days	35 days	Date	Subsequently, head circumference grew rapidly adding 13 centimeters by age 35 days, repeated brain US revealed dilated ventricles confirmed by head CT, which also showed subcortical and white matter cortical hemorrhage in the occipital region.
ambiguous	introduced_from_not_mentioned;introduced_but_treatment_cue_present	26444414	introduced	not_mentioned	confirmed	patient has laparoscopic-assisted	laparoscopic-assisted	Detailed_description	Under the diagnosis of a small bowel tumor, gastrointestinal stromal tumor (GIST), malignant lymphoma, or cancer, we performed laparoscopic-assisted segmental resection of the jejunum with the dissection of lymph nodes.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	20146086	introduced	not_mentioned	supported	patient has nausea	nausea	Sign_symptom	She initiated empiric temozolomide plus standard dose erlotinib (150 mg daily) for presumed CNS disease, but after one cycle her headaches worsened, and she developed nausea and vomiting concerning for CNS metastases with associated raised intracranial pressure.
good	evidence_contains_treated_cue;treatment_cue_present	28403086	treated	not_mentioned	treated	patient has doxorubicin	doxorubicin	Medication	One cycle of neoadjuvant chemotherapy and 4 cycles of adjuvant chemotherapy with MAP regimen (high-dose methotrexate, cisplatin, and doxorubicin) were administered.
good	evidence_contains_treated_cue;treatment_cue_present	25572898	treated	not_mentioned	treated	patient has ribavirin	ribavirin	Medication	Despite lack of approved therapies, the patient was treated with ribavirin and IVIG.
bad_transition	improving_without_clear_improvement_cue	23124805	improving	not_mentioned	improving	patient has 1 year after this treatment was started	1 year after this treatment was started	Date	Although there was an initial improvement, 1 year after this treatment was started uveitis worsened, and at age 12 years infliximab was discontinued.
good	evidence_contains_treated_cue;treatment_cue_present	26457578	treated	not_mentioned	treated	patient has growth hormone	growth hormone	Medication	94 cm/year, growth hormone (GH) therapy was initiated at age 7 years (0.
good	evidence_contains_recurrent_cue;recurrence_cue_present	26469535	recurrent	not_mentioned	recurrent	patient has unknown medical proposition	unknown medical proposition		1A) was very similar to the initial pretreatment CNV, suggesting that the recurrence may be reopening of original channels rather than growth of new vessels.
good	evidence_contains_treated_cue;treatment_cue_present	23035161	treated	not_mentioned	treated	patient has levofloxacin	levofloxacin	Medication	The patient had already been treated with levofloxacin for pneumonic infection prior to hospitalisation.
ambiguous	introduced_but_treatment_cue_present	18561524	introduced	treated	suspected	patient has quetiapine fumarate	quetiapine fumarate	Medication	We suspected drug-induced cardiomyopathy and methylphenidate and quetiapine fumarate were discontinued.
bad_proposition	likely_contextual_nonclinical_proposition;improving_without_clear_improvement_cue	28216610	improving	not_mentioned	improving	patient has three months	three months	Date	His condition showed continuing clinical improvement; a repeat CT scan of the chest at three months showed profound regression of the disease with disappearance of most of the lesions (Figure 3).
ambiguous	no_clear_transition_cue	23035161	no_change	ruled_out	ruled_out	patient has porphyria	porphyria	Disease_disorder	Urine tests revealed no evidence of porphyria.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	28353596	ruled_out	not_mentioned	ruled_out	patient has negative	negative	Lab_value	However, the results of these 2 tests were negative except that mild uptake in the seventh rib was found on PET/CT, which identified no evidence of a neoplastic lesion potentially responsible for HO (Fig.
good	evidence_contains_treated_cue;treatment_cue_present	28559815	treated	suspected	treated	patient has AWB injection	AWB injection	Therapeutic_procedure	Seven days later, both subjective and objective improvements of symptoms were noticed and she received 1 more session of AWB injection (Fig.
good	introduced_from_not_mentioned	26336183	introduced	not_mentioned	confirmed	patient has raised	raised	Lab_value	In view of the raised valproate and ammonia levels, a diagnosis of valproate hyperammonaemic encephalopathy (VHE) was made at this point
good	evidence_contains_resolved_cue;resolution_cue_present	25210224	resolved	not_mentioned	resolved	patient has normal representation	normal representation	Detailed_description	In agreement with the resolution of our instrument, normal representation of the malleus head that seemed articulated with a dysmorphic rough of a deformed incus was observed; it was impossible to see the staples.
good	evidence_contains_resolved_cue;resolution_cue_present	25858931	resolved	treated	resolved	patient has stable	stable	Lab_value	Her pain and shortness of breath resolved and she was discharged home after 48 h of hospitalisation in stable condition.
ambiguous	introduced_from_not_mentioned;introduced_but_treatment_cue_present	28353588	introduced	not_mentioned	possible	patient has resection	resection	Therapeutic_procedure	Endoscopic mucosal resection or endoscopic submucosal resection was not possible because of large size.
good	evidence_contains_treated_cue;treatment_cue_present	28353604	treated	not_mentioned	treated	patient has anticoagulation treatment	anticoagulation treatment	Therapeutic_procedure	He was continuously treated with the targeted PAH therapy, and he was asked to continue his anticoagulation treatment, but he stopped warfarin anticoagulation treatment by himself sometime in 2014 (he failed to recall the exact date.
good	evidence_contains_improving_cue;improvement_cue_present	18561524	improving	not_mentioned	improving	patient has creatinine	creatinine	Diagnostic_procedure	His renal function also improved with increasing diuresis and creatinine fell from 798 to 98 μmol/l.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	28353558	ruled_out	not_mentioned	ruled_out	patient has acid-fast bacilli	acid-fast bacilli	Detailed_description	During the month preceding retransplantation, 4 sputum specimens remained negative for acid-fast bacilli and specific M.
good	evidence_contains_resolved_cue;resolution_cue_present	17803823	resolved	not_mentioned	resolved	patient has prompt	prompt	Detailed_description	He was commenced on 60 mg prednisolone per day leading to prompt and complete resolution of all features.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28248858	introduced	not_mentioned	supported	patient has strictures	strictures	Sign_symptom	Magnetic resonance cholangiopancreatography revealed multifocal intrahepatic bile duct strictures and dilatation, but the common hepatic duct was normal, it was highly suggestive of SC.
good	introduced_from_not_mentioned	22514576	introduced	not_mentioned	suspected	patient has increased	increased	Lab_value	Epistaxis was considered to be due to heart failure and the increased venous pressure.
good	evidence_contains_treated_cue;treatment_cue_present	26664317	treated	not_mentioned	treated	patient has signs and symptoms of congestion	signs and symptoms of congestion	Sign_symptom	The patient was treated with intravenous diuretics until the signs and symptoms of congestion were relieved.
good	introduced_from_not_mentioned	26285706	introduced	not_mentioned	possible	patient has removed	removed	Therapeutic_procedure	The esophageal mass was removed with an endoscopic snare in one piece, as the fragmentation was not physically possible.
good	introduced_from_not_mentioned	26257516	introduced	not_mentioned	confirmed	patient has amyloid	amyloid	Detailed_description	Rectum biopsy confirmed amyloid infiltrate (Figure 3).
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28193213	introduced	not_mentioned	supported	patient has internal hernia ring	internal hernia ring	Biological_structure	The abdominal cavity was completely exposed, and a loop of the terminal ileum (approximately 40 cm proximal to the ileocaecal junction) was found entrapped in the internal hernia ring; this finding was consistent with the preoperative contrast image.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	28272235	ruled_out	not_mentioned	ruled_out	patient has positive	positive	Lab_value	Some cells were positive for D2–40, while others were negative for D2–40 (Fig.
good	evidence_contains_recurrent_cue;recurrence_cue_present	28100235	recurrent	not_mentioned	recurrent	patient has expected postsurgical changes	expected postsurgical changes	Sign_symptom	Multiple MRI scans performed during this period revealed expected postsurgical changes with no tumour recurrence.
good	evidence_contains_ruled_out_cue;negation_or_exclusion_cue_present	28248858	ruled_out	not_mentioned	ruled_out	patient has liver function	liver function	Diagnostic_procedure	The patient is currently well with normal liver function and no evidence of recurrence of LCH for 4 and a half years follow-up.
good	evidence_contains_treated_cue;treatment_cue_present	22218279	treated	not_mentioned	treated	patient has 1 g	1 g	Dosage	He was treated with 1 g of IV methylprednisolone daily for 5 days, with little improvement.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	28320420	introduced	not_mentioned	confirmed	patient has Bone marrow aspirate	Bone marrow aspirate	Diagnostic_procedure	Bone marrow aspirate and trephine biopsy revealed normocellular marrow, depicting normal trilineage hematopoiesis.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	19307547	introduced	not_mentioned	supported	patient has steatosis	steatosis	Sign_symptom	The liver showed diffuse cholestasis, consistent with total parenteral nutrition; hepatocyte steatosis, necrosis, or liver fibrosis were not observed.
ambiguous	introduced_from_not_mentioned;introduced_but_treatment_cue_present	28202869	introduced	not_mentioned	confirmed	patient has woman	woman	Sex	A 34-year-old Japanese woman had a diagnosis of MCTD with the presence of Raynaud's phenomenon, pancytopenia, elevated plasma creatinine kinase, and antibodies against U1-ribonucleoprotein in 2005 and received 10 mg of prednisolone daily.
good	introduced_from_not_mentioned	26584481	introduced	not_mentioned	confirmed	patient has heart failure	heart failure	Disease_disorder	The patient was admitted to the Department of Cardiology with the diagnosis of acute decompensated heart failure.
good	evidence_contains_treated_cue;treatment_cue_present	28403092	treated	not_mentioned	treated	patient has 1200 mg	1200 mg	Dosage	The patient was administered VPA (1200 mg, intravenously) during the first 2 postoperative days.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	21308977	introduced	not_mentioned	confirmed	patient has biopsy	biopsy	Diagnostic_procedure	Muscle biopsy showed a mild increase in fiber size variability but no other findings consistent with mitochondrial disease, including via electron microscopy.
good	evidence_contains_treated_cue;treatment_cue_present	28422883	treated	not_mentioned	treated	patient has cisplatin	cisplatin	Medication	Then he received neoadjuvant chemoradiotherapy (etoposide 70 mg [45 mg/m2] + cisplatin 79 mg [50 mg/m2]; 4500 cGY in 25 fractions) from June to July 2014.
ambiguous	introduced_from_not_mentioned;introduced_but_treatment_cue_present	28100279	introduced	not_mentioned	confirmed	patient has 400 mg q 12 h	400 mg q 12 h	Dosage	Under the diagnosis of adenovirus pneumonia, we started antiviral therapy with oral ribavirin 400 mg q 12 h while maintaining antibiotics.
bad_transition	improving_without_clear_improvement_cue	26309459	improving	not_mentioned	improving	patient has neurological status	neurological status	Diagnostic_procedure	Because of non-improvement of neurological status and occurrence of seizures, a brain CT was indicated and revealed infratentorial diffuse hemorrhage (Fisher grade III) (Figure 1).
good	evidence_contains_recurrent_cue;recurrence_cue_present	28403099	recurrent	not_mentioned	recurrent	patient has recurrence	recurrence	Sign_symptom	Until 5 months after 4 ablations, CT showed the tumor PR with little enhanced recurrence (yellow arrows), which located in the left lower edge of original lesions (Fig.
good	evidence_contains_treated_cue;treatment_cue_present	27821134	treated	not_mentioned	treated	patient has surgery	surgery	Therapeutic_procedure	On the day before surgery, the last dose of dopaminergic medication was administered at 07:00 p.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	18561524	introduced	not_mentioned	confirmed	patient has ADHD	ADHD	Disease_disorder	An 18-year-old male was diagnosed with attention-deficit hyperactivity disorder (ADHD) in 2005.
good	evidence_contains_recurrent_cue;recurrence_cue_present	28272235	recurrent	not_mentioned	recurrent	patient has a while	a while	Duration	The symptom was relieved for a while and then recurred again.
good	introduced_from_not_mentioned	25661749	introduced	not_mentioned	suspected	patient has referred	referred	Clinical_event	A 68-year-old man was referred by his optometrist to HES with suspected LTG due to repeatedly irregular visual field test results, advanced optic disc cupping, normal intraocular pressures (IOPs) and a family history of glaucoma.
ambiguous	no_clear_transition_cue	28216610	no_change	ruled_out	ruled_out	patient has negative	negative	Lab_value	Tuberculosis was ruled out by three consecutive negative sputum smears for acid fast bacilli and a negative QUANTIferon gold test.
ambiguous	introduced_from_not_mentioned;introduced_but_treatment_cue_present	28100235	introduced	not_mentioned	confirmed	patient has Pathology	Pathology	Diagnostic_procedure	Pathology of the resection specimen confirmed SFTL.
good	evidence_contains_treated_cue;treatment_cue_present	28248891	treated	not_mentioned	treated	patient has abdominal	abdominal	Biological_structure	The patient received a dose of 64 Gy in 30 fractions to the mediastinum and doses of 52 Gy in 26 fractions to the other abdominal metastatic lesions (n = 5).
good	evidence_contains_improving_cue;improvement_cue_present	28100279	improving	not_mentioned	improving	patient has symptoms	symptoms	Sign_symptom	On hospital day 4, his fever had subsided and symptoms were much improved.
good	evidence_contains_introduced_cue;introduced_from_not_mentioned	23312850	introduced	not_mentioned	supported	patient has peripheral retinal	peripheral retinal	Biological_structure	The left optic nerve was swollen with a few peripapillary nerve fiber layer hemorrhages along with a cherry red spot and mild macular edema consistent with central retinal artery occlusion; there were no posterior pole or peripheral retinal hemorrhages.
good	evidence_contains_improving_cue;improvement_cue_present	22719160	improving	not_mentioned	improving	patient has improved	improved	Lab_value	Her symptoms progressively improved during therapy, which consisted of a β-blocker, an angiotensin-converting enzyme inhibitor, digoxin, and a diuretic.
